LSOA code (2011),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Children and Young People Sub-domain Score
E01032478,39.655,0.294,0.526,24.202,0.195,0.789
E01032479,14.315,-0.163,0.526,32.068,0.110,-0.186
E01032480,13.582,-0.751,0.233,23.120,0.111,-0.007
E01032481,36.549,0.567,0.240,45.724,0.248,0.913
E01032482,7.007,-0.638,-0.079,19.998,0.047,-0.842
E01032483,27.421,0.828,0.753,4.054,0.331,0.371
E01032484,27.061,0.707,0.994,7.833,0.253,0.360
E01032485,1.501,-0.434,-0.318,33.396,0.035,-1.233
E01032486,1.043,-0.404,-1.005,8.639,0.026,-1.384
E01032487,50.851,1.019,0.866,19.231,0.368,1.336
E01032488,5.269,-0.369,-0.066,9.268,0.090,-1.010
E01032489,14.826,0.437,0.985,59.097,0.178,-0.258
E01032490,6.940,-0.045,0.347,21.281,0.025,-0.793
E01032491,9.019,-0.536,-0.196,13.852,0.064,-0.989
E01032492,43.493,0.845,0.607,59.047,0.272,0.999
E01032493,13.970,0.236,0.293,32.968,0.098,0.065
E01032494,42.538,0.827,1.339,38.724,0.364,0.891
E01032495,16.836,-0.316,0.599,13.611,0.099,-0.120
E01032496,12.423,-0.129,-0.193,23.405,0.072,-0.330
E01032497,52.685,0.912,2.048,34.522,0.329,1.200
E01032498,36.406,0.290,1.582,28.799,0.242,0.547
E01032499,14.602,0.109,1.516,24.272,0.077,-0.239
E01032500,46.641,1.146,1.570,67.948,0.373,1.419
E01032501,5.841,-0.127,0.068,12.002,0.056,-0.609
E01032502,29.899,0.601,0.897,28.735,0.256,0.732
E01032503,3.708,-0.863,-0.394,33.029,0.012,-0.911
E01032504,1.276,-1.014,-0.368,13.680,0.012,-1.608
E01032505,23.369,0.906,0.881,26.499,0.310,0.008
E01032506,30.873,1.774,0.374,56.895,0.337,0.682
E01032507,15.181,0.777,-0.377,57.434,0.195,0.234
E01032508,46.352,1.761,0.867,63.587,0.357,0.539
E01032509,42.741,1.513,1.136,70.812,0.476,0.896
E01032510,29.025,1.399,0.652,46.009,0.294,0.166
E01032511,45.693,1.534,-0.324,27.396,0.334,0.815
E01032512,19.134,0.427,0.568,37.020,0.327,-0.583
E01032513,20.774,0.155,0.485,34.776,0.345,0.143
E01032514,94.176,1.760,1.867,10.109,0.436,1.972
E01032515,87.578,1.107,1.375,11.601,0.484,1.930
E01032516,12.701,-0.418,1.503,7.267,0.197,-0.052
E01032517,43.300,0.769,0.943,14.837,0.322,1.208
E01032518,56.689,1.227,0.864,17.593,0.339,1.188
E01032519,14.819,0.048,0.629,26.433,0.115,-0.082
E01032520,5.929,-0.313,0.176,28.593,0.044,-0.219
E01032522,2.073,-0.675,0.254,57.213,0.040,-0.802
E01032523,38.594,-0.460,-1.261,24.633,0.055,1.517
E01032524,32.587,0.053,0.339,23.355,0.227,1.009
E01032525,29.154,-0.819,-0.274,30.148,0.042,0.922
E01032526,24.365,-0.376,-0.678,50.536,0.097,0.596
E01032527,34.683,0.480,0.528,23.326,0.261,0.587
E01032528,26.322,0.642,0.194,19.159,0.332,0.286
E01032529,30.095,0.205,-0.585,50.051,0.169,0.572
E01032530,15.269,-0.154,-0.541,39.821,0.152,0.053
E01032531,59.311,1.602,0.148,23.080,0.385,1.452
E01032532,13.417,-0.218,0.018,15.011,0.072,-0.092
E01032533,1.778,-0.750,-1.508,5.484,0.067,-1.462
E01032534,21.120,0.483,-0.293,23.462,0.145,-0.317
E01032535,6.417,0.302,-0.133,35.022,0.070,-0.667
E01032536,17.033,0.423,0.232,27.179,0.155,-0.317
E01032537,27.523,0.086,-0.034,26.754,0.215,0.449
E01032538,44.121,0.428,0.412,44.093,0.285,1.082
E01032540,19.636,0.899,1.110,2.301,0.272,0.112
E01032541,24.422,0.900,0.971,1.899,0.264,-0.013
E01032542,63.364,1.785,0.498,2.063,0.329,1.744
E01032543,84.341,1.652,0.525,1.683,0.415,2.015
E01032544,19.933,1.553,-0.156,0.327,0.155,0.239
E01032545,26.248,0.449,0.383,7.878,0.183,0.673
E01032546,7.506,0.028,-0.299,1.365,0.072,-0.517
E01032548,1.221,-0.269,-1.222,0.542,0.084,-1.440
E01032549,1.194,-0.520,-1.161,0.607,0.031,-1.520
E01032550,37.340,0.779,1.028,10.871,0.221,0.669
E01032551,16.328,0.354,-0.007,10.966,0.138,0.137
E01032552,27.268,1.033,-0.154,2.959,0.190,0.226
E01032553,10.308,0.583,1.397,9.098,0.057,-0.589
E01032554,0.111,-1.476,-0.960,13.177,0.025,-1.803
E01032555,12.358,-0.159,-0.213,27.972,0.230,0.210
E01032556,14.981,0.466,1.226,30.000,0.130,0.091
E01032557,66.716,1.404,1.407,11.421,0.516,1.349
E01032558,68.051,1.567,0.717,19.100,0.384,1.603
E01032559,28.187,0.538,0.823,12.469,0.177,0.705
E01032560,11.500,0.373,0.473,3.325,0.221,-0.655
E01032561,61.454,1.229,0.318,4.493,0.488,1.406
E01032562,28.172,-0.260,0.401,26.173,0.346,0.119
E01032563,3.454,-0.830,0.659,19.964,0.045,-0.976
E01032564,25.770,0.501,0.478,32.355,0.343,-0.229
E01032565,27.841,0.442,0.361,33.946,0.239,0.090
E01032566,24.150,-0.398,0.748,22.419,0.263,0.065
E01032567,12.417,-0.110,0.328,28.363,0.153,-0.637
E01032568,25.937,-0.245,0.375,23.533,0.243,0.571
E01032569,37.966,0.525,0.641,19.952,0.340,0.428
E01032570,11.971,-1.106,-0.542,7.238,0.218,-0.056
E01032571,7.928,-1.446,0.849,21.331,0.080,-0.504
E01032572,5.781,-0.255,0.803,25.925,0.169,-0.273
E01032573,3.943,-0.954,0.303,37.707,0.103,-0.472
E01032574,27.832,-0.038,0.706,29.495,0.201,0.016
E01032575,31.875,0.098,1.011,27.592,0.296,-0.042
E01032576,3.131,-1.371,-0.612,18.095,0.075,-1.201
E01032577,13.857,-0.753,-0.026,20.436,0.085,-0.114
E01032579,15.895,0.546,1.195,28.193,0.311,0.125
E01032580,22.768,0.527,0.892,24.616,0.207,0.163
E01032581,22.271,-0.394,0.833,26.360,0.234,0.142
E01032582,11.653,0.496,0.027,91.602,0.313,0.066
E01032583,5.543,0.528,-0.183,43.806,0.345,-0.823
E01032584,5.710,0.493,0.305,39.894,0.329,-0.484
E01032585,12.006,-0.130,-0.600,8.094,0.033,-0.662
E01032586,29.989,-0.068,-0.273,10.299,0.160,0.273
E01032587,31.296,0.392,0.295,17.893,0.249,0.400
E01032588,20.561,0.041,0.487,23.581,0.064,0.144
E01032589,15.334,0.570,0.606,31.991,0.084,-0.098
E01032590,9.381,-0.158,0.826,25.232,0.087,-0.734
E01032591,12.317,-0.154,-0.437,18.246,0.122,-0.608
E01032592,21.304,0.183,0.446,34.303,0.297,-0.004
E01032593,2.491,0.024,-0.745,4.000,0.029,-1.403
E01032594,4.105,0.391,-1.009,2.265,0.062,-1.029
E01032595,39.114,1.233,1.368,27.159,0.399,0.586
E01032596,14.874,-0.464,-0.798,38.564,0.065,0.056
E01032597,59.164,1.323,0.267,19.412,0.297,1.135
E01032598,12.616,-1.260,0.183,4.010,0.141,-0.153
E01032599,8.668,-0.164,0.381,15.429,0.074,-0.655
E01032600,16.733,-0.032,-0.296,15.040,0.091,0.128
E01032601,13.353,-0.716,-0.738,7.200,0.087,-0.243
E01032602,66.779,1.011,0.483,15.746,0.353,1.233
E01032603,27.585,0.061,0.734,9.331,0.122,0.251
E01032604,7.403,-0.601,-0.187,30.508,0.039,-0.618
E01032605,14.791,-0.256,-0.178,21.082,0.114,-0.024
E01032606,29.245,0.835,1.027,47.381,0.232,0.405
E01032607,25.369,1.115,1.974,56.125,0.380,0.481
E01032608,22.077,0.581,1.767,71.472,0.268,0.497
E01032609,10.926,-0.668,-1.067,3.687,0.117,-0.191
E01032610,5.718,-1.597,-1.302,2.874,0.061,-0.587
E01032611,4.840,-1.607,-1.277,11.955,0.016,-0.935
E01032612,27.481,-0.314,0.036,34.120,0.099,0.767
E01032613,21.298,0.423,0.066,19.767,0.106,0.180
E01032614,9.508,-0.562,-1.445,2.688,0.068,-0.625
E01032615,15.624,-0.808,-1.170,17.850,0.042,0.088
E01032616,7.817,-1.277,-0.889,13.095,0.020,-0.276
E01032617,12.859,-0.539,-1.143,6.429,0.118,0.011
E01032618,22.646,-0.600,0.391,5.587,0.165,0.523
E01032619,16.167,-0.643,0.496,16.050,0.149,0.008
E01032620,8.433,-1.391,-0.327,30.103,0.059,-0.496
E01032621,43.932,1.486,0.539,23.133,0.311,0.626
E01032622,7.501,-0.508,0.277,5.992,0.115,-0.867
E01032623,0.843,-1.742,-1.177,8.840,0.027,-1.676
E01032624,1.389,-2.001,-0.997,7.313,0.024,-1.928
E01032625,8.338,-0.787,-1.131,12.011,0.045,-0.108
E01032626,2.665,-0.701,-1.185,4.504,0.047,-0.964
E01032627,24.160,0.374,0.671,13.891,0.218,0.685
E01032628,5.818,-1.182,-1.274,51.167,0.063,-0.731
E01032629,12.828,-0.559,0.589,53.908,0.174,-0.020
E01032630,17.620,-0.985,-0.345,26.383,0.146,0.409
E01032631,26.328,-0.315,-0.324,14.146,0.107,0.663
E01032632,13.090,-0.102,0.020,32.712,0.056,-0.042
E01032633,25.851,0.128,1.009,29.782,0.117,0.504
E01032634,5.760,-0.347,-0.766,12.935,0.055,-0.801
E01032635,46.379,0.623,-0.184,7.718,0.244,1.255
E01032636,19.306,-0.115,-0.569,16.888,0.066,0.090
E01032637,1.919,-0.280,-0.951,47.125,0.052,-0.811
E01032638,2.271,-0.753,-1.019,29.849,0.115,-0.736
E01032639,8.604,0.222,0.462,55.663,0.235,-0.036
E01032640,2.336,-0.875,-0.637,56.668,0.045,-0.719
E01032641,12.684,-0.698,-0.708,8.006,0.182,0.101
E01032642,10.608,-0.682,-0.913,8.986,0.117,-0.180
E01032643,10.725,0.088,-1.155,20.642,0.098,-0.232
E01032644,13.553,1.100,-0.315,9.301,0.210,-0.191
E01032645,9.679,0.644,0.557,12.428,0.181,-0.748
E01032646,4.305,-0.094,-0.017,36.295,0.145,-0.442
E01032647,5.831,-0.309,-0.092,0.554,0.045,-0.393
E01032648,25.387,0.973,0.725,0.948,0.246,0.551
E01032649,23.672,1.304,0.531,0.910,0.246,0.710
E01032650,44.506,1.621,0.275,2.769,0.363,0.848
E01032651,7.963,0.135,-0.586,8.130,0.048,-0.493
E01032652,17.577,0.130,0.318,8.018,0.137,0.161
E01032653,33.515,0.056,0.070,10.494,0.192,0.730
E01032654,25.221,-0.211,0.886,2.781,0.170,0.478
E01032655,11.550,-0.489,-0.091,7.409,0.083,-0.255
E01032656,22.549,-0.095,-0.068,18.104,0.109,0.603
E01032657,40.904,0.066,0.404,23.868,0.216,1.564
E01032658,29.139,1.613,0.630,21.725,0.498,0.796
E01032659,33.867,1.032,0.635,14.109,0.309,0.652
E01032660,26.131,0.346,0.422,4.666,0.160,0.933
E01032661,15.038,-0.276,0.057,15.354,0.236,0.278
E01032662,35.662,1.121,1.061,11.790,0.296,0.793
E01032663,20.203,-0.474,-0.690,4.732,0.144,0.337
E01032664,4.737,-0.038,-0.432,16.082,0.041,-0.744
E01032665,5.640,-0.442,-0.263,20.561,0.093,-0.784
E01032666,18.772,-0.270,0.324,9.493,0.125,0.348
E01032667,16.203,-0.082,-0.418,4.751,0.165,0.242
E01032668,19.932,-0.594,-0.887,2.183,0.167,0.524
E01032669,22.807,-0.334,-0.551,3.805,0.120,0.630
E01032670,16.567,0.012,0.242,2.858,0.198,0.294
E01032671,24.798,-0.523,-0.513,3.138,0.129,0.831
E01032672,14.258,-0.628,-0.175,4.654,0.067,0.104
E01032673,24.947,1.099,-0.165,3.168,0.220,0.641
E01032674,6.382,-1.410,-0.810,5.700,0.030,-0.261
E01032675,3.721,-1.228,-1.164,2.035,0.052,-0.579
E01032676,9.148,-1.035,-0.567,3.440,0.044,-0.086
E01032677,9.394,0.603,-0.627,3.324,0.125,-0.059
E01032678,3.429,-1.264,-0.374,2.399,0.015,-0.669
E01032679,18.177,-0.336,0.145,2.376,0.051,0.341
E01032680,4.995,-0.921,-0.479,31.626,0.063,-0.730
E01032681,5.123,-0.378,0.344,8.915,0.066,-0.813
E01032682,7.327,-0.370,-0.225,3.393,0.100,-0.487
E01032683,8.336,-1.013,-0.910,24.784,0.130,-0.675
E01032684,14.754,1.171,1.227,19.972,0.219,0.316
E01032685,2.913,-0.224,-0.220,22.360,0.017,-0.643
E01032686,22.485,0.425,0.037,51.373,0.127,0.912
E01032687,2.555,0.537,0.553,42.317,0.106,-0.950
E01032688,9.878,-0.453,-0.776,6.300,0.056,-0.052
E01032689,7.633,-0.821,-1.205,2.449,0.117,-0.465
E01032690,11.509,-0.640,-1.631,7.434,0.104,0.081
E01032691,24.257,-0.188,-0.548,14.468,0.119,0.498
E01032692,18.092,0.289,-1.102,2.407,0.172,0.305
E01032693,20.152,-0.476,-0.440,4.070,0.101,0.516
E01032694,11.491,-0.412,-1.008,7.653,0.147,-0.091
E01032695,14.011,-0.502,-0.581,8.460,0.040,-0.064
E01032696,17.440,-1.186,-0.837,49.714,0.071,0.174
E01032697,45.537,-0.130,-0.168,3.692,0.134,1.329
E01032698,50.640,0.171,-0.052,9.466,0.148,1.636
E01032699,10.112,-0.918,-1.422,12.992,0.052,-0.176
E01032700,7.774,-0.440,-0.686,2.815,0.037,-0.131
E01032701,15.196,-0.284,-0.191,4.458,0.081,0.340
E01032702,9.335,-0.053,-0.092,3.255,0.063,-0.095
E01032703,9.286,-0.292,-0.333,3.366,0.051,-0.154
E01032704,10.579,-0.085,-0.320,2.638,0.128,-0.030
E01032705,14.213,-0.122,-0.446,2.345,0.061,0.322
E01032706,2.461,-0.411,-0.544,18.134,0.087,-1.002
E01032707,1.703,-0.582,0.011,7.610,0.022,-1.247
E01032708,9.561,-0.314,-0.543,22.002,0.136,-0.236
E01032709,17.409,-0.775,-0.485,2.252,0.090,0.443
E01032710,8.703,-0.574,0.352,3.579,0.064,-0.302
E01032711,10.802,-0.187,-0.040,3.193,0.094,0.002
E01032712,14.252,-0.685,-0.167,2.113,0.131,0.173
E01032713,10.157,-0.170,-0.228,3.145,0.041,0.036
E01032714,13.104,0.419,1.239,43.746,0.078,0.250
E01032715,10.280,0.851,1.055,37.202,0.153,-0.016
E01032716,32.694,0.004,-0.310,33.461,0.109,0.914
E01032717,20.809,-1.094,-0.438,31.358,0.079,0.595
E01032719,10.591,-0.062,0.296,43.011,0.222,-0.494
E01032720,13.807,0.941,1.770,69.793,0.406,0.115
E01032722,12.234,0.459,1.517,61.335,0.265,-0.193
E01032724,36.988,0.047,-0.179,5.042,0.119,1.187
E01032725,12.913,-1.585,-0.717,1.421,0.094,0.210
E01032726,45.179,-0.631,-0.892,4.266,0.184,1.311
E01032727,2.670,-1.505,-1.566,2.555,0.024,-1.374
E01032728,27.303,-0.160,-0.627,3.306,0.172,0.830
E01032729,20.389,0.670,0.538,30.720,0.139,-0.133
E01032730,7.350,1.172,0.643,35.593,0.168,-0.614
E01032731,9.579,0.302,0.160,21.047,0.142,-0.385
E01032732,21.327,0.248,0.846,30.738,0.147,0.200
E01032733,20.577,0.603,0.097,28.141,0.139,0.698
E01032734,17.017,-0.472,0.127,32.109,0.118,0.157
E01032735,4.581,-0.742,-0.240,4.933,0.040,-0.833
E01032737,11.411,-0.085,0.141,6.816,0.095,-0.124
E01032738,25.495,0.919,1.371,50.439,0.418,0.852
E01032739,1.771,-0.676,-1.560,49.165,0.010,-0.852
E01032740,2.259,-0.355,-1.701,68.585,0.010,-0.739
E01032741,15.428,-0.516,0.962,36.523,0.141,0.136
E01032742,13.120,-0.261,0.597,16.807,0.152,-0.306
E01032743,12.956,-0.184,0.125,18.744,0.220,-0.279
E01032744,18.899,0.677,1.055,27.336,0.232,-0.078
E01032745,28.001,0.913,0.457,27.022,0.336,0.606
E01032746,6.892,0.345,0.575,31.593,0.058,-0.171
E01032748,10.146,-0.036,0.530,34.270,0.089,0.107
E01032750,46.478,1.084,1.122,48.063,0.174,1.182
E01032751,23.253,1.113,0.666,28.191,0.275,0.524
E01032753,0.492,-1.002,-0.303,33.646,0.028,-1.491
E01032755,44.321,1.712,2.354,44.675,0.299,0.597
E01032756,31.000,0.356,0.293,27.098,0.212,0.835
E01032758,7.288,-1.396,-0.854,2.010,0.082,-0.289
E01032759,6.400,-1.137,-0.506,5.689,0.057,-0.386
E01032761,0.615,-2.388,-0.784,5.375,0.030,-1.934
E01032763,1.665,-2.125,-0.914,1.956,0.033,-1.044
E01032764,6.505,0.294,0.817,30.682,0.258,-0.263
E01032765,20.301,0.388,0.091,22.205,0.382,0.359
E01032766,13.234,-0.241,0.320,41.577,0.323,0.326
E01032767,7.964,-0.335,-0.771,46.728,0.299,-0.011
E01032768,1.094,-0.382,0.542,43.494,0.086,-1.083
E01032769,5.062,-0.246,1.053,36.588,0.196,-0.391
E01032770,4.763,0.118,0.041,21.830,0.210,-0.415
E01032771,9.051,-0.575,-2.249,19.383,0.208,0.001
E01032772,6.559,0.456,0.397,30.050,0.258,-0.601
E01032773,7.106,-0.543,-1.071,21.087,0.390,-0.161
E01032774,27.345,0.738,-0.021,23.299,0.229,0.928
E01032775,13.129,-0.206,-0.965,26.259,0.114,0.377
E01032776,6.132,-0.505,-0.232,32.528,0.111,-0.197
E01032777,8.400,0.035,-0.704,21.429,0.222,-0.087
E01032778,10.553,-0.289,0.395,54.269,0.162,0.185
E01032779,11.677,-0.284,-0.926,53.514,0.198,0.252
E01032780,3.267,-0.375,-0.142,63.287,0.185,-0.552
E01032781,3.319,-0.206,-0.594,30.821,0.232,-0.587
E01032782,13.709,-0.173,-0.553,40.599,0.293,0.228
E01032783,8.355,0.042,-0.035,24.037,0.262,-0.079
E01032784,6.692,0.815,0.627,28.936,0.245,-0.275
E01032785,4.783,-0.231,-0.474,49.045,0.265,-0.421
E01032786,15.966,0.264,0.152,25.914,0.237,-0.111
E01032787,27.342,0.010,0.931,24.545,0.303,-0.136
E01032788,10.815,0.486,0.787,30.831,0.274,0.064
E01032789,4.772,-0.516,-0.576,61.169,0.154,-0.398
E01032790,4.254,-0.065,-0.532,46.437,0.184,-0.535
E01032792,1.149,-0.301,0.527,11.742,0.089,-1.137
E01032794,1.128,-0.846,-0.589,26.936,0.028,-1.123
E01032795,6.870,-1.103,-1.174,44.342,0.145,-0.150
E01032797,4.770,-1.024,0.857,61.729,0.059,-0.350
E01032798,17.267,0.166,0.545,17.915,0.178,0.295
E01032799,39.566,0.737,1.137,35.739,0.167,0.825
E01032800,24.921,-0.118,1.401,11.474,0.202,0.632
E01032802,16.992,0.832,0.971,33.519,0.182,0.566
E01032803,2.523,0.341,-0.077,39.922,0.283,-0.702
E01032805,19.536,0.307,0.924,41.827,0.340,0.025
E01032807,3.695,-0.260,1.391,30.404,0.084,-0.545
E01032808,27.115,-0.330,1.069,16.973,0.228,1.055
E01032809,4.009,-1.631,-1.059,12.592,0.035,-0.585
E01032810,25.699,0.416,-0.369,2.618,0.309,0.569
E01032811,14.124,-0.640,-0.324,2.048,0.135,0.038
E01032812,5.122,-1.655,-0.276,12.500,0.046,-0.627
E01032813,17.314,-0.994,0.033,2.058,0.121,0.427
E01032814,11.368,-1.087,0.301,15.849,0.126,-0.083
E01032815,36.610,0.155,1.151,5.415,0.175,1.052
E01032816,15.490,-0.801,-0.218,1.296,0.090,0.207
E01032817,15.822,-0.420,-0.028,14.327,0.159,-0.031
E01032818,9.883,-0.213,-0.685,3.039,0.083,-0.339
E01032819,12.971,-0.963,-0.158,1.480,0.115,0.020
E01032820,10.700,-0.780,-0.182,4.530,0.142,-0.490
E01032821,9.561,-1.268,-0.013,6.318,0.086,-0.251
E01032822,13.290,-0.198,0.142,7.209,0.139,-0.152
E01032823,50.886,-0.465,-0.111,1.930,0.169,1.289
E01032824,23.774,-0.312,0.113,26.751,0.108,0.385
E01032825,11.262,-0.683,-1.217,2.014,0.059,-0.183
E01032826,4.538,-1.437,-1.347,2.037,0.041,-0.656
E01032827,3.597,-1.583,-1.375,1.798,0.043,-0.852
E01032828,3.339,-1.652,-2.080,2.012,0.029,-0.856
E01032829,8.547,-1.478,1.210,35.091,0.084,-0.556
E01032830,62.129,0.248,0.592,8.483,0.232,1.571
E01032831,14.812,-0.551,-1.674,5.151,0.115,0.082
E01032832,49.869,0.131,-0.090,11.906,0.313,1.611
E01032833,17.127,-0.686,-1.339,6.618,0.120,0.357
E01032834,2.561,-0.721,-0.522,47.629,0.053,-0.674
E01032835,13.800,-0.033,-0.128,7.718,0.122,0.274
E01032836,26.871,-0.362,0.230,7.827,0.142,0.553
E01032837,4.691,-0.539,-1.107,2.927,0.032,-0.468
E01032838,11.804,-1.241,-0.965,4.981,0.103,0.232
E01032839,1.468,-1.440,-0.929,8.420,0.034,-1.069
E01032840,18.881,0.209,-0.040,3.258,0.075,0.560
E01032841,18.036,-0.755,0.405,6.211,0.067,0.562
E01032842,5.480,-0.675,0.016,25.842,0.031,-0.319
E01032843,12.835,-0.190,0.046,2.909,0.110,0.242
E01032844,25.624,0.289,0.727,9.144,0.094,0.686
E01032845,7.664,-0.357,0.221,28.222,0.075,-0.382
E01032846,18.631,-0.198,-0.033,31.110,0.085,0.691
E01032847,18.168,0.544,0.635,11.495,0.257,0.214
E01032848,9.511,-1.108,-1.332,5.069,0.098,-0.008
E01032849,6.882,-0.674,-1.481,4.817,0.060,-0.278
E01032850,5.617,-1.061,-0.353,3.850,0.028,-0.469
E01032851,52.372,0.068,0.541,3.659,0.260,1.492
E01032852,7.473,-1.508,-0.269,5.778,0.093,-0.190
E01032853,1.530,-2.307,-1.102,3.293,0.018,-1.103
E01032854,4.567,-2.208,-1.318,3.534,0.046,-0.419
E01032855,9.174,-2.132,-0.723,18.454,0.035,-0.005
E01032856,3.160,-1.767,-2.367,1.716,0.006,-0.615
E01032857,1.016,-1.524,-1.025,20.152,0.041,-1.454
E01032858,34.832,0.199,-0.104,13.020,0.218,0.687
E01032859,4.869,-1.347,-1.639,10.895,0.052,-0.458
E01032860,13.178,-1.883,-0.675,4.651,0.043,0.316
E01032862,15.826,0.275,-0.288,5.162,0.183,0.180
E01032863,9.664,0.116,-0.680,6.233,0.109,-0.553
E01032865,13.920,-0.318,-0.435,4.886,0.097,-0.196
E01032867,16.913,0.707,1.760,49.405,0.134,0.333
E01032868,23.559,0.674,0.947,37.024,0.111,0.959
E01032870,5.017,-1.331,-1.139,6.584,0.014,-0.675
E01032871,11.152,-0.377,-1.644,5.232,0.101,-0.147
E01032872,20.840,0.777,1.272,33.296,0.097,0.680
E01032873,23.835,1.367,1.116,25.884,0.687,0.693
E01032875,16.138,0.966,0.582,23.181,0.180,0.206
E01032876,3.791,-0.432,0.067,16.420,0.055,-0.511
E01032877,4.886,-1.013,-0.313,13.752,0.062,-0.739
E01032878,56.600,0.800,1.279,12.328,0.302,1.910
E01032879,43.484,0.745,1.092,24.344,0.358,1.214
E01032880,5.395,-0.304,-0.795,4.454,0.066,-0.615
E01032881,12.479,-0.232,-0.757,5.554,0.057,0.161
E01032882,69.929,-0.053,1.532,15.338,0.313,2.429
E01032883,26.159,0.304,-0.180,14.494,0.148,0.500
E01032884,35.580,-0.145,0.677,23.467,0.095,1.177
E01032885,6.106,-1.092,-1.328,2.845,0.082,-0.247
E01032886,3.912,-0.963,0.537,8.741,0.041,-0.634
E01032887,64.471,0.788,0.400,39.057,0.295,0.853
E01032888,80.687,1.320,0.961,28.851,0.448,1.531
E01032889,95.301,1.523,1.204,29.977,0.616,1.949
E01032890,90.778,0.813,1.551,18.447,0.407,2.140
E01032891,1.524,-0.838,-0.968,7.648,0.063,-1.131
E01032892,4.338,-0.676,-0.393,31.928,0.055,-1.086
E01032893,1.452,-0.631,-0.438,3.144,0.045,-1.387
E01032894,6.247,-1.190,0.167,5.489,0.074,-0.418
E01032895,10.276,-0.493,-0.392,7.005,0.062,-0.077
E01032896,32.938,0.855,0.541,46.745,0.219,0.841
E01032897,21.669,0.519,-0.278,36.103,0.117,0.193
E01032898,50.242,1.533,1.263,47.357,0.228,1.193
E01032899,6.976,0.291,0.199,10.073,0.111,-0.435
E01032900,6.453,-0.921,-0.793,7.973,0.100,-0.263
E01032901,14.476,-0.117,-0.453,6.741,0.143,0.096
E01032902,22.614,-0.065,0.097,31.063,0.056,0.473
E01032903,59.635,2.321,0.746,39.960,0.438,1.286
E01032904,7.200,0.281,0.146,9.025,0.037,-0.598
E01032905,3.952,1.022,0.223,4.600,0.029,-1.164
E01032906,30.318,1.000,1.430,52.229,0.440,1.092
E01032907,30.565,1.297,0.905,22.799,0.359,0.691
E01032909,13.346,0.082,1.235,59.498,0.039,0.397
E01032911,10.160,0.720,1.147,54.514,0.326,0.121
E01032912,51.166,1.703,0.840,20.647,0.401,1.024
E01032914,32.988,1.133,-0.121,15.255,0.283,1.330
E01032915,49.457,1.715,0.983,16.920,0.385,1.055
E01032917,7.959,1.013,0.843,40.498,0.336,-0.330
E01032919,45.889,1.275,1.880,37.571,0.351,1.115
E01032920,54.594,1.254,1.588,34.923,0.335,1.274
E01032921,53.566,1.393,1.585,34.484,0.273,0.189
E01032922,7.097,-0.340,-0.473,19.905,0.090,-0.447
E01032923,41.200,0.799,0.423,48.513,0.215,1.021
E01032924,15.348,0.712,-0.096,7.146,0.083,0.113
E01032925,38.045,1.453,0.169,6.971,0.198,0.970
E01032926,7.219,0.311,-0.675,6.087,0.041,-0.596
E01032927,14.395,0.724,0.508,11.395,0.130,-0.508
E01032928,7.116,-0.293,-0.382,31.562,0.067,-0.253
E01032929,18.364,0.144,-0.857,28.515,0.089,0.324
E01032930,21.371,0.711,0.713,33.455,0.082,0.653
E01032931,5.433,0.790,0.534,36.125,0.110,-0.388
E01032932,50.388,1.147,0.461,23.097,0.257,1.605
E01032933,24.849,-0.208,-0.389,1.963,0.144,0.853
E01032934,23.825,0.245,-0.216,3.162,0.164,0.441
E01032935,17.157,0.166,-0.244,2.719,0.220,0.381
E01032936,22.233,-0.337,0.178,1.128,0.196,0.487
E01032937,31.725,1.979,1.832,26.680,0.247,0.526
E01032938,11.907,-0.589,-0.676,11.315,0.115,0.029
E01032939,8.309,-1.126,-1.214,6.890,0.086,-0.344
E01032940,10.432,-1.211,-1.544,3.482,0.043,0.074
E01032941,59.037,1.059,0.022,15.277,0.254,1.404
E01032942,49.756,0.532,0.245,25.620,0.219,1.611
E01032943,15.446,-0.604,-0.371,5.829,0.131,0.319
E01032944,24.392,-0.404,0.037,9.879,0.124,0.601
E01032945,8.332,0.501,0.531,39.634,0.273,-0.147
E01032946,1.133,0.530,0.068,46.313,0.099,-1.150
E01032947,16.510,-1.104,-1.373,4.296,0.087,0.452
E01032948,6.000,-1.443,-1.726,3.059,0.019,-0.394
E01032949,9.355,-1.227,-1.544,2.100,0.092,-0.201
E01032950,7.389,-0.766,-1.115,1.355,0.078,-0.254
E01032951,21.373,-0.576,-0.522,3.987,0.056,0.624
E01032952,4.090,-0.761,-1.215,4.420,0.079,-0.661
E01032953,16.003,-0.863,-0.474,1.680,0.060,0.393
E01032954,10.425,-1.382,-1.373,21.453,0.040,-0.094
E01032955,7.009,0.188,0.014,20.995,0.070,-0.422
E01032956,12.172,-1.773,-0.662,2.003,0.031,0.167
E01032957,11.167,-0.680,-0.143,4.616,0.062,0.148
E01032958,3.836,-0.762,-1.158,37.944,0.037,-0.846
E01032959,19.237,-0.495,-0.054,3.088,0.170,0.505
E01032960,12.809,-1.482,-0.991,43.897,0.035,0.196
E01032961,23.864,-0.252,0.787,18.969,0.155,0.797
E01032962,12.602,-1.007,-0.443,2.834,0.039,0.189
E01032963,13.298,-0.029,0.110,5.710,0.066,-0.540
